번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
1387,이루어짐 대림점,영등포구,서울특별시 영등포구 대림동 688 2번지 ,190927.29229011-- ,444157.765368221--
1388,커브스 당산클럽,영등포구,서울특별시 영등포구 당산동5가 11 34번지 삼성타운 303호,191186.037189337--,447739.896956998--
1389,네이쳐 휘트니스,영등포구,서울특별시 영등포구 신길동 50 2번지 ,192654.926389121--,445917.021217324--
1390,비타민휘트니스,영등포구,서울특별시 영등포구 양평동4가 64 4번지 2층 ,190825.994376401--,448191.347586673--
1391,(주)동진카운티스포츠센터,영등포구,서울특별시 영등포구 신길동 7 4번지 ,192952.157947715--,445971.775399804--
1392,S.L스포츠,영등포구,서울특별시 영등포구 영등포동1가 143 3번지 6층 ,191908.118795329--,446086.819081927--
1393,너섬휘트니스센터,영등포구,서울특별시 영등포구 여의도동 13번지 지하2층 ,192959.271161366--,447637.656082358--
1394,팝스짐 스마트,영등포구,서울특별시 영등포구 양평동2가 1 1번지 신동아하이팰리스101동 지하1층 ,189734.544016734--,446634.254586356--
1395,네오맥스헬스,영등포구,서울특별시 영등포구 대림동 673번지 신풍프라자 4층 ,191198.334019825--,444374.801614052--
1396,커브스 당산2클럽,영등포구,서울특별시 영등포구 당산동5가 11 34번지 삼성타운 7층 708호,191186.037189337--,447739.896956998--
1397,휴휘트니스,영등포구,서울특별시 영등포구 도림동 176 1번지 ,190943.798282251--,445312.01984932-- 
1398,맨하탄 체력장,영등포구,서울특별시 영등포구 여의도동 36 2번지 ,193469.554731741--,446508.068667777--
1399,유통헬스,영등포구,서울특별시 영등포구 당산동2가 30 2번지 ,190555.768991595--,446698.814322782--
1400,아이언짐 신길점,영등포구,서울특별시 영등포구 신길동 448 16번지 샘탑빌딩 지하1층 ,191779.522635667--,443972.870392457--
1401,헤라짐,영등포구,서울특별시 영등포구 신길동 156 3번지 ,192503.318998862--,445486.636466288--
1402,H2바디휘트니스,영등포구,서울특별시 영등포구 문래동3가 82 19번지 창대빌딩 3층 ,190351.911640994--,446394.262960633--
1403,CORE LAB,영등포구,서울특별시 영등포구 문래동3가 82 25번지 ,190324.466389297--,446415.720698035--
1404,드림오브바디,영등포구,서울특별시 영등포구 신길동 101 7번지 ,192712.769279545--,445770.103022217--
1405,휘트니스 바빌론,영등포구,서울특별시 영등포구 여의도동 15 15번지 ,192878.662783105--,447300.253427685--
1406,파워죤스포츠,영등포구,서울특별시 영등포구 영등포동7가 47 3번지 안남빌딩 지하1층 ,191518.75555489-- ,446809.632652641--
1407,헬스존,영등포구,서울특별시 영등포구 당산동3가 388 1번지 4층 ,190704.789048403--,447217.471444679--
1408,스컬짐,영등포구,서울특별시 영등포구 당산동5가 11 33번지 당산디오빌 지하1층118호 ,191292.095160096--,447892.078672003--
1409,메가휘트니스,영등포구,서울특별시 영등포구 문래동3가 55 4번지 문래동메가트리움 101동 비120호,190866.605827116--,446211.615914248--
1410,김금자 BodyFit,영등포구,서울특별시 영등포구 여의도동 36번지 롯데캐슬엠파이어 C동 21호,193421.628256074--,446448.15755737-- 
1411,백선생운동센터,영등포구,서울특별시 영등포구 여의도동 41 1번지 대교B상가 2층 ,194015.180457719--,446777.454528971--
1412,진 휘트니스,영등포구,서울특별시 영등포구 당산동3가 228 23번지 4층 ,190829.073634323--,447114.552528841--
1413,테라피트,영등포구,서울특별시 영등포구 대림동 605 28번지 ,190829.669548548--,444711.08722969-- 
1414,주식회사제임스짐아이에프씨,영등포구,서울특별시 영등포구 여의도동 23번지 서울 국제금융 센터 ,193326.931018911--,446973.914570276--
1415,당산역점 스포애니 주)케이디스포츠,영등포구,서울특별시 영등포구 당산동6가 338 1번지 한경빌딩 ,191096.383033041--,448115.64140501-- 
1416,바디 챌린지,영등포구,서울특별시 영등포구 당산동1가 254 20번지 ,190737.84902102-- ,446674.278542881--
1417,웅짐,영등포구,서울특별시 영등포구 신길동 1136번지 ,193090.283635996--,444927.586176205--
1418,베이스휘트니스,영등포구,서울특별시 영등포구 여의도동 17 3번지 삼환까뮤빌딩 ,192585.693382087--,447295.194165729--
1419,메디핏,영등포구,서울특별시 영등포구 영등포동7가 94 49번지 인따르시아사옥 ,191907.870668957--,447090.531277914--
1420,코리아휘트니스,영등포구,서울특별시 영등포구 신길동 95 49번지 ,192754.811156936--,445693.071699196--
1421,GT휘트니스클럽,영등포구,서울특별시 영등포구 영등포동 631 12번지 ,191569.194879089--,445706.526620493--
1422,그린헬스,영등포구,서울특별시 영등포구 대림동 1039 13번지 ,191070.076823113--,443365.164071781--
1423,파워라인헬쓰클럽,영등포구,서울특별시 영등포구 여의도동 43 3번지 홍우빌딩508호 ,193844.169062846--,446511.783285705--
1424,레인보우헬스다이어트클럽,영등포구,서울특별시 영등포구 영등포동6가 137 1번지 ,191336.451130592--,446689.549646816--
1425,주식회사 업핏,영등포구,서울특별시 영등포구 당산동6가 311 1 동화빌딩,191308.21419306,448106.7377888
1426,킬러짐,강남구,서울특별시 강남구 역삼동 694 35 에본빌딩,203702.477207367,445271.241490281
1427,월드체력단련장,영등포구,서울특별시 영등포구 당산동1가 83 0번지 ,191012.955745929--,446560.471639156--
1428,라이브스포츠헬스클럽(체력단련장),영등포구,서울특별시 영등포구 여의도동 44 27번지 하남빌딩 B110호 ,193737.480223837--,446434.303266393--
1429,일화헬스,영등포구,서울특별시 영등포구 대림동 1036 1번지 일화빌딩 4층 ,191102.721949221--,443353.906120741--
1430,이지휘트니스,영등포구,서울특별시 영등포구 신길동 254 3번지 ,192013.198860905--,444824.084633496--
1431,중앙남여,영등포구,서울특별시 영등포구 대림동 1050 1번지 ,190857.130325025--,443428.617218158--
1432,파워헬쓰,영등포구,서울특별시 영등포구 대림동 692 1번지 ,190999.080564551--,443951.057588581--
1433,대림헬스타운,영등포구,서울특별시 영등포구 대림동 863 10번지 ,191358.407342999--,443308.2238195---
1434,J. Fitness,영등포구,서울특별시 영등포구 대림동 710 11번지 ,191016.849940064--,443617.939429105--
1435,바디체인지헬스,영등포구,서울특별시 영등포구 대림동 784 0번지 ,190721.417931753--,444571.769293729--
1436,스타트원짐,영등포구,서울특별시 영등포구 여의도동 36 2번지 맨하탄빌딩4층3호 ,193469.554731741--,446508.068667777--
1437,중앙헬쓰,영등포구,서울특별시 영등포구 영등포동 618 69번지 오학빌딩5층 ,191724.249054466--,445760.758618585--
1438,커브스 보라매클럽,영등포구,서울특별시 영등포구 신길동 478번지 ,192861.759024231--,444111.995741959--
1439,GT휘트니스 2호점,영등포구,서울특별시 영등포구 신길동 355 1번지 대덕빌딩 4층 ,191272.602142605--,444887.563290729--
1440,클락짐 당산점,영등포구,서울특별시 영등포구 당산동6가 217 2번지 ,191440.258033256--,447884.569894173--
1441,온앤온짐,영등포구,서울특별시 영등포구 신길동 2332번지 ,192565.493522349--,444312.914685658--
1442,(주)아이비스마트,영등포구,서울특별시 영등포구 여의도동 45 21번지 ABL타워 ,193553.472758342--,446289.389293508--
1443,Young Gym,영등포구,서울특별시 영등포구 도림동 266 1번지 무명빌딩 ,190725.549746181--,445126.973695938--
1444,바디픽스,영등포구,서울특별시 영등포구 당산동6가 5번지 ,191575.088500465--,447795.243068879--
1445,제이제이 피트니스,영등포구,서울특별시 영등포구 여의도동 42번지 한양아파트 ,193963.563089797--,446584.550237569--
1446,클라우드짐 선유도,영등포구,서울특별시 영등포구 양평동5가 67번지 ,190584.20844603-- ,448491.944701727--
1447,리얼바디짐 문래점,영등포구,서울특별시 영등포구 문래동6가 56 1번지 미주프라자아파트 ,190089.042392341--,446237.835338274--
1448,파텔라,영등포구,서울특별시 영등포구 문래동3가 82 12번지 ,190370.584558484--,446420.19757582-- 
1449,머슬팜짐,영등포구,서울특별시 영등포구 문래동5가 19 12번지 전일빌딩 ,189842.356352967--,445953.232331931--
1450,헬스보이짐,영등포구,서울특별시 영등포구 문래동3가 55 20번지 에이스하이테크시티 ,190996.357288859--,445841.377603245--
1451,헬스보이짐,영등포구,서울특별시 영등포구 여의도동 13 31번지 지하1층 ,193089.35913273-- ,447463.303055433--
1452,포임스포츠클럽,영등포구,서울특별시 영등포구 대림동 700 2번지 지하1층 ,191130.986137208--,443600.009664364--
1453,현희휘트니스,영등포구,서울특별시 영등포구 문래동5가 1번지 대림아파트 지하1층 B101호,190034.436613508--,446093.483911313--
1454,푸른숲헬스사우나,영등포구,서울특별시 영등포구 신길동 4936번지 푸른숲상가 ,192702.306288108--,445115.514647066--
1455,유진헬스클럽,영등포구,서울특별시 영등포구 양평동1가 132 1번지 ,190200.049001255--,446799.193928168--
1456,알파 트레이닝센터,영등포구,서울특별시 영등포구 신길동 4780번지 ,191982.734798056--,443643.389854344--
1457,에어 스포렉스,영등포구,서울특별시 영등포구 신길동 1167번지 에어스포렉스 3층 ,-,-
1458,고투(GOTO) 여의도,영등포구,서울특별시 영등포구 여의도동 43 3번지 11층 ,193844.169062846--,446511.783285705--
1459,해군 헬스장,영등포구,서울특별시 영등포구 신길동 2001 3번지 ,192457.220019131--,444609.538124453--
1460,코트야드 피트니스 센터,영등포구,서울특별시 영등포구 영등포동4가 442번지 (주)경방타임스퀘어 4층 ,191385.057392247--,446098.555926507--
1461,주식회사 영자피트니스 썬프라자,영등포구,서울특별시 영등포구 대림동 909 2번지 썬프라자 ,191800.728214995--,443809.773854649--
1462,명문헬스클럽,동작구,서울특별시 동작구 상도동 408번지 삼호상가202 ,196165.736155288--,443481.625968515--
1463,두성헬스,동작구,서울특별시 동작구 사당동 120 1번지 502 ,197996.381794257--,442918.664628817--
1464,성원상떼빌 휘트니스,동작구,서울특별시 동작구 신대방동 719번지 동작상떼빌아파트 105동 B101호 ,191691.678396263--,442818.113681285--
1465,해가든짐,동작구,서울특별시 동작구 흑석동 332번지 지1층 ,196587.030630143--,444939.455414947--
1466,수양헬스클럽,은평구,서울특별시 은평구 불광동 13 8번지 우일빌라 2층,194021.989600267,457416.284754211
1467,짐퍼스트 동작점,동작구,서울특별시 동작구 신대방동 565번지 우성상가 205호,192113.200600983--,443344.373525343--
1468,엠에이치 토탈 휘트니스 신대방,동작구,서울특별시 동작구 신대방동 607 26번지 4층 ,191781.745330521--,443085.622769114--
1469,플러스버닝 퍼스널트레이닝,동작구,서울특별시 동작구 상도동 365 2번지 9층 ,194482.997889163--,444679.023067754--
1470,양성주 휘트니스,동작구,서울특별시 동작구 상도동 489 9번지 3층 ,195838.529194702--,443724.790336294--
1471,러너 피트니스,동작구,서울특별시 동작구 상도동 530번지 ,194941.030627361--,443848.078951741--
1472,피렉스휘트니스센터,동작구,서울특별시 동작구 상도동 325 4번지 2층 ,193860.956405813--,444193.087077941--
1473,탑플러스,동작구,서울특별시 동작구 노량진동 330번지 삼익프라자 2층 223~227호 ,195079.265528912--,445413.288375132--
1474,오투 휘트니스,동작구,서울특별시 동작구 노량진동 53 3번지 ,194679.037636737--,445571.402628483--
1475,리턴투 필라테스,동작구,서울특별시 동작구 대방동 335 17번지 ,193699.189949205--,444190.844599349--
1476,크로스핏 포스,동작구,서울특별시 동작구 대방동 344 1번지 ,193452.628739211--,445521.266372269--
1477,제이디 피티샵,동작구,서울특별시 동작구 신대방동 395 69번지 B101호,193218.36400997-- ,443239.581054145--
1478,휘트니스 452,동작구,서울특별시 동작구 흑석동 335 1번지 302호,196966.286046163--,444931.77134833-- 
1479,스마트짐 PT&필라테스,동작구,서울특별시 동작구 본동 160번지 4층 ,195722.879534069--,445576.85723848-- 
1480,Vamos Gym,동작구,서울특별시 동작구 대방동 417 2번지 지하 ,192917.968628959--,444095.390554081--
1481,더블유짐 상도점,동작구,서울특별시 동작구 상도1동 377번지 2층 ,195555.099817495--,444240.231534593--
1482,블루스톤 스포츠,동작구,서울특별시 동작구 현충로 131 (흑석동),197106.890967435--,444966.048615021--
1483,원투원휘트니스,동작구,서울특별시 동작구 노량진동 52 4번지 ,194748.322941671--,445553.823752327--
1484,바디킹PT샵,동작구,서울특별시 동작구 대방동 336 12번지 ,193664.213108016--,444152.219591072--
1485,(주)킹콩휘트니스,동작구,서울특별시 동작구 상도동 27 27번지 3층 ,194908.598853306--,444754.614994668--
1486,프레토 휘트니스,동작구,서울특별시 동작구 대방동 405 11번지 코스모빌딩 ,193554.744988075--,444142.040717888--
1487,(주)데일리짐,동작구,서울특별시 동작구 사당동 252 17번지 ,197486.50162645-- ,442493.781452129--
1488,이루어짐,동작구,서울특별시 동작구 노량진동 246 1 지층,194540.460292957,445499.769649145
1489,비엠헬스장,동작구,서울특별시 동작구 사당동 1008 22번지 지하2층 ,198289.039514074--,442211.512440311--
1490,헤라클레스,동작구,서울특별시 동작구 흑석동 209 0번지 ,196024.949316645--,444857.128277573--
1491,(주)영자피트니스 이수역 사거리,동작구,서울특별시 동작구 사당동 147 53번지 골든시네마타워 지하1층 ,198295.843258378--,442507.699069196--
1492,바디 디자인샵,동작구,서울특별시 동작구 상도동 323 17번지 3층 ,193674.90454598-- ,444067.242999477--
1493,SMART GYM,동작구,서울특별시 동작구 상도동 20 18번지 지층 ,195279.011219871--,444852.82031355-- 
1494,크로스핏 보라매. 엘루이짐,동작구,서울특별시 동작구 신대방동 395 68번지 보라매나산스위트 ,193153.177033349--,443251.121433059--
1495,짐퍼스트 헬스(우성점),동작구,서울특별시 동작구 신대방동 565번지 우성아파트 ,192113.200600983--,443344.373525343--
1496,Ground K,동작구,서울특별시 동작구 대방동 502번지 대방동현대아파트 ,193810.01277159-- ,445610.160717686--
1497,휘트니스 피플,동작구,서울특별시 동작구 사당동 139 30번지 A동 5층 ,198293.498296993--,442793.615509761--
1498,커브스 상도클럽,동작구,서울특별시 동작구 상도동 475 2번지 3층 ,195740.332384558--,443867.59386212-- 
