번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
2079,우성스포츠센터,강남구,서울특별시 강남구 일원동 615,206857.136167987,443346.24528908
2080,더블케이짐,강남구,서울특별시 강남구 신사동 535 9번지 지하1층 ,201926.535668485--,446348.620795967--
2081,스타트레인(244),강남구,서울특별시 강남구 신사동 587번지 서울빌딩 3층 ,202442.210602853--,446478.49313324-- 
2082,미도휘트니스(246),강남구,서울특별시 강남구 대치동 511번지 미도상가 202 2호 ,205886.286776047--,443467.611815598--
2083,주식회사 유투에스(247),강남구,서울특별시 강남구 도곡동 467 7번지 B201 2호 ,204538.144891563--,442942.853505354--
2084,J Gym(249),강남구,서울특별시 강남구 대치동 924 1번지 요안빌딩 지하1층 ,204684.488685509--,444104.362980835--
2085,다비드짐휘트니스,마포구,서울특별시 마포구 성산동 103 5 2층,192293.871252733,451180.536711298
2086,MK 휘트니스(250),강남구,서울특별시 강남구 논현동 203번지 지하2층 ,202422.404397085--,444877.223579374--
2087,청담 엑티브짐,강남구,서울특별시 강남구 청담동 122번지 3층 ,204391.42543100000-,447439.75242100000-
2088,(주)엠브이피짐,강남구,서울특별시 강남구 도곡동 543번지 동신빌딩 B1 ,203591.235462729--,443328.743764685--
2089,JACEANNA Personal training(269),강남구,서울특별시 강남구 역삼동 671 12번지 2층 ,203346.531524287--,444618.36699265-- 
2090,맥스 퍼스널 트레이닝 스튜디오(271),강남구,서울특별시 강남구 역삼동 761 18번지 강남프라자 501호,204056.199691995--,443750.88453048-- 
2091,고알레 클럽하우스,강남구,서울특별시 강남구 논현동 93 대동타워,203264.848499241,446679.890427037
2092,GOTO 수서,강남구,서울특별시 강남구 개포동 12 4번지 석탑프라자 7층 ,206618.425209149--,443390.560639694--
2093,라마다서울 휘트니스클럽(248),강남구,서울특별시 강남구 삼성동 112 5번지 라마다서울호텔 지하2층 ,203943.258999722--,445342.390544546--
2094,짐파서블,서초구,서울특별시 서초구 서초동 1550 1,200761.93123256,443126.224257532
2095,휘트니스2.0(290),강남구,서울특별시 강남구 신사동 590 16번지 ,202286.837210518--,446404.76508854-- 
2096,빌리프짐 선릉역점,강남구,서울특별시 강남구 삼성동 141 8,204343.091719558,444860.228286616
2097,휘트니스 클리닉(294),강남구,서울특별시 강남구 역삼동 790 2번지 B1 ,203267.544940689--,443656.296729605--
2098,포에테스(272),강남구,서울특별시 강남구 도곡동 168번지 SK리더스뷰상가 2층 201호,204240.161509413--,442920.436645854--
2099,어썸어스 스튜디오,강남구,서울특별시 강남구 대치동 890 60번지 B1 ,204639.090092973--,444728.353701831--
2100,GYM90,도봉구,서울특별시 도봉구 쌍문동 210 보성빌딩 5층,202781.667220692,461754.503883636
2101,헬스보이짐 잠실점,송파구,서울특별시 송파구 잠실동 40 1 롯데월드,208589.363343145,445455.90405262
2102,뉴금천휘트니스,금천구,서울특별시 금천구 시흥동 8 17,191722.685627755,440208.664195097
2103,엔짐,동작구,서울특별시 동작구 상도동 413 0 5층,195032.80065528,443883.134935714
2104,머슬맥스튜디오(284),강남구,서울특별시 강남구 논현동 5번지 페이토빌딩 B02호,201992.663723577--,446129.694885701--
2105,머큐어 앰버서더 쏘도베 호텔(286),강남구,서울특별시 강남구 역삼동 642번지 ,203065.439088667--,444338.739765925--
2106,바른다짐 퍼스널 트레이닝,서초구,서울특별시 서초구 서초동 1311 7 삼호종합상가,201848.84806058,444363.963061623
2107,JP Gym(255),강남구,서울특별시 강남구 신사동 663 16번지 ,203347.148968999--,447128.536884365--
2108,베드로크리닉(413),강남구,서울특별시 강남구 도곡동 914 2번지 지층 B102호,203276.254208174--,442584.361165036--
2109,비나이더 피트니스 청담점,강남구,서울특별시 강남구 청담동 44 15 청담빌딩,203924.633723523,446220.841825233
2110,운동중,강남구,서울특별시 강남구 삼성동 29번지 ,203942.211798097--,445791.280595921--
2111,PT studio one,강남구,서울특별시 강남구 청담동 1 10번지 ,203478.068514665--,446692.797090357--
2112,큐벨로(QVELO),강남구,서울특별시 강남구 신사동 628 38번지 ,202739.392534402--,446641.84237763-- 
2113,ROD Fitness,강남구,서울특별시 강남구 도곡동 422 1번지 ,203988.660878939--,442467.9981085---
2114,움직이는 공간,강남구,서울특별시 강남구 논현동 262번지 ,203190.428796333--,445533.744911971--
2115,운동장,강남구,서울특별시 강남구 신사동 592 4번지 이가빌딩 ,202452.945-----,446665.43----- 
2116,위고짐(WEGO GYM),강남구,서울특별시 강남구 신사동 662 13번지 신사동 S빌딩 ,203369.459868674--,447208.050376621--
2117,건강해GYM,도봉구,서울특별시 도봉구 방학동 680 25,203663.222587199,462505.455032714
2118,다짐 PT,강남구,서울특별시 강남구 역삼동 838 9 거암빌딩,202847.79751228,443115.129646286
2119,크라이스트핏,강남구,서울특별시 강남구 역삼동 836 48번지 ,202938.001203823--,443201.277692393--
2120,(주)피엠코퍼레이션,강남구,서울특별시 강남구 청담동 53번지 우산빌딩 ,204616.689378124--,446928.436357824--
2121,(주)스포짐 옐로우,강남구,서울특별시 강남구 논현동 17 5번지 극동빌딩 ,201733.702293954--,445858.012764071--
2122,GOTO 학동점,강남구,서울특별시 강남구 논현동 58 3번지 삼익악기 빌딩 ,202510.175626955--,445767.512366594--
2123,괜찮은피티,강남구,서울특별시 강남구 논현동 108번지 논현웰스톤 ,203292.307005445--,446247.511537864--
2124,(주)더프라자 언주,강남구,서울특별시 강남구 논현동 235 9번지 ,203024.74019025-- ,445079.736467472--
2125,로그짐 대치점,강남구,서울특별시 강남구 대치동 931 26번지 우석빌딩 ,205221.007465512--,444223.176205281--
2126,This is fitness,강남구,서울특별시 강남구 청담동 85 2번지 유리빌딩 ,203476.17471816-- ,447004.189243058--
2127,테라피티,강남구,서울특별시 강남구 논현동 111 27번지 ,203525.599581745--,446221.432922059--
2128,선릉역점 스포애니,강남구,서울특별시 강남구 역삼동 705 25번지 APEXTOWER ,204201.673896874--,444786.125869275--
2129,이원다이애그노믹스(주) (EDGC),강남구,서울특별시 강남구 대치동 1021 4번지 미즈메디병원 ,205228.619831148--,444001.871806806--
2130,디엔엘고,강남구,서울특별시 강남구 청담동 131 14번지 ,204922.831255787--,446760.802619735--
2131,min to MAX,강남구,서울특별시 강남구 논현동 81 2번지 ,202633.810139788--,445952.688573092--
2132,MCT GYM,종로구,서울특별시 종로구 내수동 110 39,197367.911875328,452261.270918447
2133,안강병원 헬스장,강남구,서울특별시 강남구 역삼동 773 6 아폴로빌딩,203902.605,443874.3
2134,BODY119(바디119),강남구,서울특별시 강남구 청담동 38 18번지 ,203697.570161363--,446236.207591484--
2135,서세호 PT&PILATES,강남구,서울특별시 강남구 도곡동 411 17번지 ,203899.748134841--,442621.420007439--
2136,최원준 GYM,강남구,서울특별시 강남구 대치동 623번지 남서울종합상가 ,205209.747122636--,443490.817333221--
2137,ARC PT STUDIO,강남구,서울특별시 강남구 역삼동 832 21번지 태양21 ,202684.076430732--,443445.258127654--
2138,F45 트레이닝 강남,강남구,서울특별시 강남구 대치동 942 19번지 ,205096.785-----,444894.645-----
2139,R&FIT,강남구,서울특별시 강남구 역삼동 720 22번지 엠코스퀘어720 ,203638.057223375--,444348.300284306--
2140,365day 24hour PT&태닝GYM,강남구,서울특별시 강남구 개포동 1258 6번지 유림빌딩 ,204186.02603407-- ,441875.546752218--
2141,(주)바운스 트램폴린파크 삼성센터,강남구,서울특별시 강남구 대치동 983 1번지 해암빌딩 ,205677.522476464--,444555.644453973--
2142,바디핏 스타일,강남구,서울특별시 강남구 논현동 33 7번지 CNA 사옥 ,202464.840967--- ,446050.614802379--
2143,로그짐 강남구청점,강남구,서울특별시 강남구 논현동 240 12번지 ,203453.335574423--,445989.904733263--
2144,로그짐 역삼점,강남구,서울특별시 강남구 역삼동 735 17번지 역삼 푸르지오 시티 ,202905.303175817--,443996.984822547--
2145,젠틀짐(GENTLE GYM),강남구,서울특별시 강남구 신사동 532 4번지 ,201882.009627647--,446710.193277045--
2146,리젠트 프라이빗짐,강남구,서울특별시 강남구 논현동 174 1번지 ,202656.900237059--,445272.440283678--
2147,Awaken Strength,강남구,서울특별시 강남구 논현동 146 6번지 ,202180.84978527-- ,445284.144678337--
2148,에스핏 퍼스널 트레이닝,강남구,서울특별시 강남구 청담동 123 17번지 청맥빌딩 ,204463.749221799--,447106.051788076--
2149,주식회사 기븐,강남구,서울특별시 강남구 청담동 91 5번지 ,203677.854595889--,446890.64356395-- 
2150,블랙포스짐,강남구,서울특별시 강남구 논현동 135 17,202426.533779071,445543.540181496
2151,미도핏,강남구,서울특별시 강남구 대치동 511번지 한보미도맨션 ,205886.286776047--,443467.611815598--
2152,Success Gym,강남구,서울특별시 강남구 역삼동 756 14번지 ,204489.978887619--,444018.61109457-- 
2153,CD BOXING FIT,강남구,서울특별시 강남구 역삼동 798 18번지 상운빌딩 ,203486.07829414-- ,443366.0309633---
2154,(주)일원투엑스휘트니스,강남구,서울특별시 강남구 일원동 717번지 삼성생명 일원동 빌딩 ,207399.55165484-- ,442426.399301013--
2155,슈브 핏,중구,서울특별시 중구 신당동 844 남산타운,200750.455125653,449638.824308081
2156,대청spo5,강남구,서울특별시 강남구 개포동 13 3번지 대청타워 ,206970.919291372--,443574.411625824--
2157,리미트리스 짐,강남구,서울특별시 강남구 역삼동 784 13번지 동우빌딩 ,203921.208433052--,443623.643977958--
2158,아르보,은평구,서울특별시 은평구 갈현동 404 2 3층 4층,192783.283807862,457640.54158517
2159,로그짐 삼성점,강남구,서울특별시 강남구 삼성동 153 55번지 심스빌딩 ,205028.497624749--,445353.351943849--
2160,올댓바스켓,강남구,서울특별시 강남구 대치동 988 15번지 ,205383.323064373--,444152.133756636--
2161,트레인트루(Traintrue),강남구,서울특별시 강남구 신사동 582 1번지 한익빌딩 ,202391.565-----,447005.45----- 
2162,크라운육체미도장(88),강남구,서울특별시 강남구 논현동 112 14번지 ,203422.698805422--,446154.605287327--
2163,골든핏 프라이빗 짐(275),강남구,서울특별시 강남구 신사동 628 23 6층,202854.331492934,446692.602290735
2164,GOTO 선릉,강남구,서울특별시 강남구 역삼동 702 19번지 지층 ,203975.167638837--,444639.853315714--
2165,엑슬휘트니스(203),강남구,서울특별시 강남구 역삼동 737번지 강남파이낸스센터 지층 ,203169.223281406--,444178.357261909--
2166,크라크라짐,강남구,서울특별시 강남구 논현동 94 20번지 진성빌딩 ,203389.485-----,446642.745-----
2167,모건필라테스&PT,강남구,서울특별시 강남구 대치동 986 4번지 ,205633.828218572--,444293.691812564--
2168,헤세드(274),강남구,서울특별시 강남구 청담동 132 3번지 204호,204939.386111111--,446688.30288317-- 
2169,헬스보이짐 상암MBC점,마포구,서울특별시 마포구 상암동 1604 (주)문화방송,190373.610758494,453112.077787463
2170,올플렉스짐,강남구,서울특별시 강남구 역삼동 790 12번지 ,203349.373157466--,443652.51869756-- 
2171,제이에이치 피티짐 앤 필라테스(JH PTgym & Pilates),송파구,서울특별시 송파구 장지동 894번지 위례아이파크 ,212469-------,441602-------
2172,와이낫짐,송파구,서울특별시 송파구 잠실동 246 12번지 ,207767.814479935--,444884.617592671--
2173,더 메이트,송파구,서울특별시 송파구 문정동 652 4번지 힐스테이트에코문정 ,-,-
2174,커브스 석촌클럽,송파구,서울특별시 송파구 석촌동 240 6번지 ,208977.297090718--,444133.372859489--
2175,(주)한국그룹운동개발원,송파구,서울특별시 송파구 가락동 49번지 ,210627.769729264--,443992.014053375--
2176,위메이트핏,송파구,서울특별시 송파구 문정동 150 32번지 청기와빌딩 ,210152.595873327--,443206.48469995-- 
2177,트윈짐,송파구,서울특별시 송파구 오금동 23 3번지 ,211354.564021281--,445041.385740452--
2178,라이트짐,송파구,서울특별시 송파구 방이동 226 5번지 우성빌딩 ,210632.254327228--,444930.651701901--
2179,박제성 운동케어 CHI & FIT 퍼스널 트레이닝,송파구,서울특별시 송파구 거여동 21 3번지 거여정형외과 ,212563.446985938--,443552.636333976--
2180,씨너지핏,양천구,서울특별시 양천구 목동 905 22 목동트윈빌 B 126 3호,189042.496526196,447777.835760268
2181,더블에스휘트니스,송파구,서울특별시 송파구 장지동 881번지 아이온스퀘어 ,212510-------,442116-------
2182,CLUB GYM,송파구,서울특별시 송파구 방이동 159 15번지 ,210482.876133293--,445580.642832588--
2183,부스터 9 (Booster 9),송파구,서울특별시 송파구 방이동 210번지 ,210769.190920536--,445359.948409671--
2184,one's body,송파구,서울특별시 송파구 송파동 59 8번지 청양빌딩 ,209651.7746643---,445422.988281706--
2185,크로스핏 송파,송파구,서울특별시 송파구 송파동 131 1번지 ,209884.921018147--,445102.270854563--
2186,삼손헬스,송파구,서울특별시 송파구 삼전동 1 5번지 ,207929.421002766--,444956.907132487--
2187,The third Place,송파구,서울특별시 송파구 삼전동 29 10번지 지하1층 ,207769.190707646--,444593.026608349--
2188,효 GYM,송파구,서울특별시 송파구 잠실동 316 6 202호,207546.397087347,444563.376215374
2189,나비드짐,송파구,서울특별시 송파구 장지동 881 5 에스비트램스퀘어,212573,442139
2190,지엘 핏,도봉구,서울특별시 도봉구 쌍문동 261 센터빌딩 4층,202416.159454124,461571.274602695
2191,아이디얼 필라테스,송파구,서울특별시 송파구 석촌동 1번지 그랜드빌딩 ,208551.947559076--,444890.678006917--
2192,GREEN DAY GYM,송파구,서울특별시 송파구 삼전동 28 11번지 에스엔씨빌딩 ,207821.160113817--,444618.000254524--
2193,스마트짐,동작구,서울특별시 동작구 상도동 201 66 사랑빌딩,194740.973504376,444269.712483984
2194,크로스핏거여 앤 탑스포츠클럽,송파구,서울특별시 송파구 거여동 27 4번지 6층 ,212757.695-----,443412.795000001--
2195,커브스오금클럽,송파구,서울특별시 송파구 방이동 206 11번지 ,211132.844469698--,445154.005691793--
2196,Thera PT,강남구,서울특별시 강남구 논현동 234 24,202991.532710332,445088.969441836
2197,스카이 휘트니스,송파구,서울특별시 송파구 가락동 167 3번지 4층동 ,211907.685267696--,443924.875483069--
2198,스타칼리 휘니스트,송파구,서울특별시 송파구 가락동 8번지 지하 1층 ,211082.205235743--,444525.412046546--
2199,피트니스비엠,송파구,서울특별시 송파구 잠실동 175 6번지 12층 ,206916.75835----,445485.4447736---
2200,커브스가락클럽,송파구,서울특별시 송파구 가락동 193 6번지 3층 ,211501.100033916--,443653.933826778--
2201,카인드짐,송파구,서울특별시 송파구 방이동 51 2번지 지하2층 ,210068.709244252--,445895.515259907--
2202,바디웍,송파구,서울특별시 송파구 오금동 18 11번지 ,211200.875036835--,445123.062890801--
2203,풍납 헬스,송파구,서울특별시 송파구 풍성로 65 3층 301호 (풍납동),210516.10392027-- ,447945.453836225--
2204,NC 휘트니스,송파구,서울특별시 송파구 문정동 73 1번지 ,211111.990469749--,442106.154785377--
2205,(주)잠실투엑스휘트니스,송파구,서울특별시 송파구 가락동 80번지 송파성원쌍떼빌 B01 B04 ,210580.683290918--,443657.71204579-- 
2206,문정법조타운점 스포애니 (주)케이디스포츠,송파구,서울특별시 송파구 문정동 652 2번지 문정 오벨리스크 ,-,-
2207,한성기업(주)르네상스휘트니스클럽,송파구,서울특별시 송파구 오금동 45 0번지 ,211130.032647967--,444588.852095099--
2208,슈나이더 짐,송파구,서울특별시 송파구 문정동 29 24번지 34층 ,210878.515429098--,443075.872998689--
2209,스타휘트니스 246,강남구,서울특별시 강남구 논현동 246,203163.311268118,445838.680081698
2210,짐스휘트니스,송파구,서울특별시 송파구 송파동 103 2 3.4층,210017.471837145,444627.454230899
2211,H휘트니스,송파구,서울특별시 송파구 송파동 122 5번지 송파빌딩 2층 ,210006.751881404--,444675.92227283-- 
2212,엠엔휘트니스,강남구,서울특별시 강남구 논현동 165 서희빌딩,202024.615630329,444994.659484536
2213,짐포유(GYM FOR U),송파구,서울특별시 송파구 방이동 110 3번지 ,209945.436745099--,445478.456701177--
2214,헬스토피아(WE),송파구,서울특별시 송파구 석촌동 217 3번지 (주)크레송 ,208463.711299914--,444209.486233706--
2215,무브 360,송파구,서울특별시 송파구 신천동 29번지 ,209074.900840074--,445657.80932984-- 
2216,골든짐,송파구,서울특별시 송파구 석촌동 273 5번지 ,209357.956006173--,444284.283207535--
2217,JUST 1 PERSONAL TRAINING,송파구,서울특별시 송파구 삼전동 111 3번지 5층 ,208312.220404996--,444948.902590642--
2218,슈퍼스타 휘트니스,송파구,서울특별시 송파구 풍납동 163번지 대아아파트 상가 ,210378.825036871--,447916.043934269--
2219,현민헬스클럽,송파구,서울특별시 송파구 가락동 189 13번지 ,211859.098333302--,443429.624997271--
2220,국민휘트니스(주),송파구,서울특별시 송파구 마천동 181번지 아울렛코리아라이프상가 지하1층 ,213279.781081276--,443674.682876425--
2221,백세청춘,송파구,서울특별시 송파구 신천동 7번지 장미아파트 비상가 ,208707.089897534--,446299.352775446--
2222,Fitness Dagym (휘트니스 다짐),송파구,서울특별시 송파구 방이동 126번지 지하1층 ,210383.877977144--,445295.933635863--
2223,Rock Body GYM,송파구,서울특별시 송파구 거여동 42 3,212775.796583888,443563.976192796
2224,HANT,서초구,서울특별시 서초구 서초동 1498 5 마제스타시티 힐스테이트 서리풀,200438.992861987,443124.594422616
2225,아이디얼핏,송파구,서울특별시 송파구 석촌동 1번지 그랜드빌딩 3층 ,208551.947559076--,444890.678006917--
2226,업투 상일동역점,강동구,서울특별시 강동구 고덕동 210 5,214860.734709632,450566.106650078
2227,마크짐 휘트니스,동작구,서울특별시 동작구 흑석동 97 1 우리은행흑석동지점,196643.539904335,445042.374578651
2228,짐에잇,광진구,서울특별시 광진구 자양동 584 5 지하1층,206551.065270094,447685.232564451
2229,더 웰짐,송파구,서울특별시 송파구 오금동 46 2번지 ,211177.763719291--,444681.422629345--
2230,리복크로스핏문정,송파구,서울특별시 송파구 문정동 42 2번지 지하1층 1호,210846.37710983-- ,443062.097766108--
2231,Elite training center,송파구,서울특별시 송파구 위례성대로 52 지하1층 (방이동),210370.535344513--,445878.934526449--
2232,바디클락,송파구,서울특별시 송파구 문정동 620번지 송파 푸르지오시티상가 220221호 ,210654.50616628-- ,442070.575741668--
2233,드림핏퍼스널트레이닝센터,강동구,서울특별시 강동구 길동 252 3,212759.967288146,448167.320933414
2234,피오,송파구,서울특별시 송파구 송파동 16 1번지 덕원빌딩 ,209451.108678086--,445017.285492021--
2235,잠실피트니스,송파구,서울특별시 송파구 신천동 7 17번지 ,208730.633457015--,445905.025545443--
2236,라이프피티센터(Life PT Center),송파구,서울특별시 송파구 오금동 11번지 ,211358.758041198--,445248.724359252--
2237,청우인터엠,송파구,서울특별시 송파구 석촌동 235 17번지 지하1층 ,208675.812751826--,444446.053485778--
2238,이끌리짐,양천구,서울특별시 양천구 목동 709 1 지하1층,187836.180194279,448951.046584761
2239,얼라인 프라이빗 짐,송파구,서울특별시 송파구 마천로 35 3호 (방이동 태웅빌딩),210971.140613602--,445241.082845249--
2240,퍼포먼스 피지오 트레이닝 센터(Perform Physio),송파구,서울특별시 송파구 문정동 642번지 ,210627-------,442875-------
2241,젠틀브로스짐,송파구,서울특별시 송파구 삼전동 111번지 삼전동썬프라자 ,208265.829073588--,444957.463368081--
2242,근육터짐 지방빠짐 2호점,송파구,서울특별시 송파구 삼전동 131 5번지 서울빌딩 ,208496.260053809--,444695.959466977--
2243,이모션 짐,송파구,서울특별시 송파구 잠실동 176 4번지 ,206949.842815831--,445370.245992523--
2244,더랩스휘트니스석촌,송파구,서울특별시 송파구 석촌동 286 5번지 지하1층 ,209378.111028471--,444712.163769183--
2245,바디퍼포먼스짐,송파구,서울특별시 송파구 가락동 166 10번지 진넥스베르디엠 ,211724.525573665--,443912.576699154--
2246,송파점 스포애니 (주)케이디스포츠,송파구,서울특별시 송파구 송파동 142 8 34층 가동,210206.122519499,445056.388029908
2247,크로스핏 힙스터 (Crossfit Hipster),송파구,서울특별시 송파구 문정동 111 9번지 MK빌딩 ,211619.645681626--,442686.000741947--
2248,스포웰짐,송파구,서울특별시 송파구 문정동 642 3번지 문정에스케이브이원지엘메트로시티 ,-,-
2249,H2GYM (에치치투짐),송파구,서울특별시 송파구 잠실동 184 4번지 ,207363.396086384--,445465.379464155--
2250,DOUBLE S GYM,송파구,서울특별시 송파구 방이동 108 10번지 성보빌딩 ,209876.828944913--,445462.453117162--
2251,바디웍,송파구,서울특별시 송파구 가락동 2 8번지 ,211036.348483486--,444575.875731832--
2252,골든짐,송파구,서울특별시 송파구 잠실동 181 7번지 지하2층 ,207222.41008901-- ,445471.965481522--
2253,골든 크라운 크로스핏,서초구,서울특별시 서초구 서초동 1329 4,202495.203018213,443525.851630289
2254,커브스거여클럽,송파구,서울특별시 송파구 거여동 37 3번지 거여빌딩 ,212769.337053978--,443460.333645388--
2255,몬스터P.T 뷰티필라테스,송파구,서울특별시 송파구 송파동 84 7번지 영빌딩 ,208811.420433477--,444897.909426655--
2256,짐퍼스트 휘트니스,송파구,서울특별시 송파구 풍납동 402 4번지 4층 ,210393.799404072--,447318.999887517--
2257,페인스톰 잠실,송파구,서울특별시 송파구 잠실동 181 3번지 효창타워 ,207153.675-----,445475.165-----
2258,가디언 오브 갤럭시 PT,송파구,서울특별시 송파구 잠실동 19 9번지 잠실파인애플상가 ,207373.50021477-- ,445545.656024061--
2259,바디러너스 주식회사,송파구,서울특별시 송파구 가락동 77 4번지 송파KCC웰츠타워 ,210732.145627948--,443731.087627262--
2260,Anytime Fitness,송파구,서울특별시 송파구 잠실동 222번지 (주)서일빌딩 ,206968.768877487--,445058.408143449--
2261,튼튼해짐,송파구,서울특별시 송파구 오금동 18 4번지 2층 ,211194.005773786--,445202.368567622--
2262,GYM1ST(짐퍼스트),송파구,서울특별시 송파구 문정동 150 26번지 훼미리샤르망 7층 ,210226.697751848--,443267.228806217--
2263,커브스잠실나루클럽,송파구,서울특별시 송파구 신천동 7번지 장미아파트 비상가 ,208707.089897534--,446299.352775446--
2264,트리플 에스 피티짐,송파구,서울특별시 송파구 석촌동 23번지 ,208676.223476344--,444853.873355055--
2265,제이팀,송파구,서울특별시 송파구 신천동 17 4번지 파크리오(A)상가 305호 ,209151.713940169--,446519.612162961--
2266,라겟옴,서초구,서울특별시 서초구 서초동 1624 7,201267.810605656,442855.070525603
2267,Dr.Line PT GYM,송파구,서울특별시 송파구 송파동 89 5번지 ,209580.01465922-- ,444602.220407054--
2268,GOTO 서브 반포점,서초구,서울특별시 서초구 잠원동 103 반포역,200975.310832194,445119.999988057
2269,더 랩스 피트니스 삼전,송파구,서울특별시 송파구 삼전동 33번지 ,207646.606681394--,444539.684008229--
2270,휴메이크 휘트니스,송파구,서울특별시 송파구 석촌동 14 7번지 ,208538.456869611--,444516.687665716--
2271,V GYM,송파구,서울특별시 송파구 풍납동 401 4번지 ,210390.536347575--,447238.729020712--
2272,몸 PT,송파구,서울특별시 송파구 잠실동 22 6번지 리센츠상가 5층 03호,207624.424720682--,445533.439634339--
2273,바디웍,송파구,서울특별시 송파구 오금동 18 1번지 ,211207.172712867--,445236.597008844--
2274,네추럴 홍 휘트니스,송파구,서울특별시 송파구 거여동 1 1번지 4층 ,212721.322451722--,444090.327645873--
2275,데일리 피트니스,송파구,서울특별시 송파구 가락동 193 3번지 지하1층 ,211522.187830574--,443693.193640948--
2276,글로리짐,송파구,서울특별시 송파구 삼전동 122 5번지 201호 ,208385.501219512--,444625.866948612--
2277,오웰,송파구,서울특별시 송파구 가락동 174 28번지 3.4층 ,211845.55713462-- ,443720.750754332--
2278,스포존,송파구,서울특별시 송파구 문정동 289번지 가든파이브웍스 지하1층 ,210857.12769000000-,442038.14324700000-
2279,마크짐,송파구,서울특별시 송파구 방이동 66 2번지 지하1층 ,209496.859211168--,445600.046915876--
2280,퍼스트 휘트니스,송파구,서울특별시 송파구 문정동 116 4번지 ,211591.053808857--,442873.351740073--
2281,바디플래너,송파구,서울특별시 송파구 잠실동 242번지 ,207708.69116279-- ,445082.076290391--
2282,스타리버 유스포츠,송파구,서울특별시 송파구 신천동 11 8번지 ,209160.342515348--,446201.867636819--
2283,다이나믹 짐,송파구,서울특별시 송파구 잠실동 195 10번지 ,206980.481155849--,445300.930546602--
2284,콕스다이어트,송파구,서울특별시 송파구 문정동 83 22번지 ,211132.387871178--,442277.059092484--
2285,Back Fituess,송파구,서울특별시 송파구 가락동 36 4,211034.861848231,444079.304796814
2286,DM휘트니스,송파구,서울특별시 송파구 송파동 161 미성상가지하,210474.753103022,444865.156674134
2287,퀸 스페셸 PT,성동구,서울특별시 성동구 성수동2가 300 65 현진빌딩,204744.808759887,449227.219539688
2288,삼전W짐,송파구,서울특별시 송파구 삼전동 28 22번지 ,207801.420107817--,444625.035727762--
2289,플로우핏,강남구,서울특별시 강남구 신사동 577 12,202367.672417478,447026.660213341
2290,더바디코치,서초구,서울특별시 서초구 잠원동 69 12 반포쇼핑타운,200473.788511426,444969.683317754
2291,마크짐휘트니스,송파구,서울특별시 송파구 석촌동 290 3번지 지하1층 ,209514.715489069--,444577.245322555--
2292,(주)잠실투엑스 휘트니스,송파구,서울특별시 송파구 잠실동 22 6번지 지층1 19 ,207624.424720682--,445533.439634339--
2293,정락신용협동조합,송파구,서울특별시 송파구 문정동 41 5번지 ,210888.077948907--,443002.39456602-- 
2294,우정휘트니스클럽,송파구,서울특별시 송파구 거여동 36 4번지 ,212888.836152533--,443453.900365339--
2295,트레이닝 메이트,송파구,서울특별시 송파구 잠실동 231 3번지 유니크빌 ,207422.674433872--,445054.82033437-- 
2296,휴메이크 휘트니스,송파구,서울특별시 송파구 잠실동 209 5번지 4층 ,207611.893187956--,445142.218743059--
2297,롯데호텔 휘트니스센터,송파구,서울특별시 송파구 잠실동 40 1번지 ,208589.363343145--,445455.90405262-- 
2298,Refresh PT Gym,송파구,서울특별시 송파구 송파동 162번지 송파삼성래미안아파트상가 101동 208호,210423.60497199-- ,444729.592842278--
2299,MUTO FIT,송파구,서울특별시 송파구 신천동 11 4번지 B01호,209087.122362019--,446139.152554604--
2300,본피트니스,성북구,서울특별시 성북구 동소문동1가 32 3 일화빌딩,200592.5659622,454121.522200484
2301,제임스짐JS점,송파구,서울특별시 송파구 잠실동 101 1번지 우성상가지하1층 ,206397.34797252-- ,444963.233863255--
2302,올림픽헬스교실,송파구,서울특별시 송파구 방이동 88 2번지 ,211073.254003391--,446095.133867515--
2303,Body Atelier,송파구,서울특별시 송파구 장지동 904 2 센트라포레,-,-
2304,커브스문정클럽,송파구,서울특별시 송파구 문정동 150번지 올림픽훼밀리타운상가 1동2층 209 210호 ,210045.748264305--,442930.687284628--
2305,더드림 피트니스,송파구,서울특별시 송파구 송파동 8 2번지 신천빌딩 2층 ,209264.011160161--,445226.164700364--
2306,베이스오브바디,동대문구,서울특별시 동대문구 답십리동 21 8 답십리포레스트스퀘어,205004.375356464,451748.804705554
2307,(주)옵티멈,송파구,서울특별시 송파구 신천동 7 12번지 5층 ,209039.148023482--,446007.966801057--
2308,서세환 짐,송파구,서울특별시 송파구 잠실동 222 8번지 덕원빌딩 ,207028.285910382--,444956.051679881--
2309,라인핏,송파구,서울특별시 송파구 거여동 293 1 세신거여훼미리타운,212631.968657493,443089.54324724
2310,탐 프라이빗짐 잠실점,송파구,서울특별시 송파구 백제고분로 122 A동 2층 (잠실동 성현교회),207032.06442404-- ,444888.901251213--
2311,IGYM(아이짐),송파구,서울특별시 송파구 문정동 651번지 ,210749-------,442560-------
2312,아이디얼바디(IDEAL BODY),송파구,서울특별시 송파구 방이동 45 2 금복빌딩 지하1층,210031.154818512,446040.044744713
2313,문정1호점 스포애니 (주)케이디스포츠,송파구,서울특별시 송파구 가락동 108 지상34층,210913.547528719,443172.347521107
2314,재단법인국민체력센터,송파구,서울특별시 송파구 방이동 88 2번지 ,211073.254003391--,446095.133867515--
2315,오라쁘띠휘트니스센터,성북구,서울특별시 성북구 동소문동6가 147 201,201342.102885448,454603.051999187
